,Compound,TyreLife,FreshTyre,Position,GridPosition,Round,Year
11,MEDIUM,1.0,True,8.0,10.0,Mexico City Grand Prix,2022
12,MEDIUM,1.0,True,9.0,8.0,Mexico City Grand Prix,2022
13,MEDIUM,1.0,True,2.0,3.0,Mexico City Grand Prix,2022
14,SOFT,6.0,False,16.0,15.0,Mexico City Grand Prix,2022
15,SOFT,1.0,True,14.0,16.0,Mexico City Grand Prix,2022
16,SOFT,4.0,False,5.0,5.0,Mexico City Grand Prix,2022
17,SOFT,1.0,True,18.0,18.0,Mexico City Grand Prix,2022
18,MEDIUM,1.0,True,4.0,2.0,Mexico City Grand Prix,2022
19,MEDIUM,1.0,True,10.0,6.0,Mexico City Grand Prix,2022
0,SOFT,1.0,True,6.0,3.0,São Paulo Grand Prix,2022
1,SOFT,1.0,True,14.0,10.0,São Paulo Grand Prix,2022
2,SOFT,1.0,True,7.0,4.0,São Paulo Grand Prix,2022
3,MEDIUM,1.0,True,5.0,17.0,São Paulo Grand Prix,2022
4,MEDIUM,1.0,True,4.0,5.0,São Paulo Grand Prix,2022
5,MEDIUM,2.0,False,10.0,15.0,São Paulo Grand Prix,2022
6,MEDIUM,1.0,True,19.0,8.0,São Paulo Grand Prix,2022
7,MEDIUM,1.0,True,17.0,0.0,São Paulo Grand Prix,2022
8,HARD,1.0,True,15.0,19.0,São Paulo Grand Prix,2022
9,SOFT,1.0,False,12.0,13.0,São Paulo Grand Prix,2022
10,SOFT,1.0,True,20.0,11.0,São Paulo Grand Prix,2022
11,SOFT,1.0,True,8.0,16.0,São Paulo Grand Prix,2022
12,SOFT,1.0,True,18.0,6.0,São Paulo Grand Prix,2022
13,SOFT,1.0,True,2.0,2.0,São Paulo Grand Prix,2022
14,MEDIUM,1.0,True,13.0,12.0,São Paulo Grand Prix,2022
15,SOFT,1.0,True,11.0,9.0,São Paulo Grand Prix,2022
16,MEDIUM,1.0,True,3.0,7.0,São Paulo Grand Prix,2022
17,MEDIUM,1.0,True,16.0,18.0,São Paulo Grand Prix,2022
18,SOFT,1.0,True,1.0,1.0,São Paulo Grand Prix,2022
19,SOFT,1.0,False,9.0,14.0,São Paulo Grand Prix,2022
0,MEDIUM,1.0,True,1.0,1.0,Abu Dhabi Grand Prix,2022
1,MEDIUM,1.0,True,2.0,3.0,Abu Dhabi Grand Prix,2022
2,MEDIUM,1.0,True,3.0,2.0,Abu Dhabi Grand Prix,2022
3,MEDIUM,1.0,True,4.0,4.0,Abu Dhabi Grand Prix,2022
4,MEDIUM,1.0,True,5.0,6.0,Abu Dhabi Grand Prix,2022
5,MEDIUM,1.0,True,6.0,7.0,Abu Dhabi Grand Prix,2022
6,MEDIUM,1.0,True,7.0,8.0,Abu Dhabi Grand Prix,2022
7,MEDIUM,1.0,True,8.0,14.0,Abu Dhabi Grand Prix,2022
8,MEDIUM,1.0,True,9.0,13.0,Abu Dhabi Grand Prix,2022
9,MEDIUM,1.0,True,10.0,9.0,Abu Dhabi Grand Prix,2022
10,MEDIUM,1.0,True,11.0,11.0,Abu Dhabi Grand Prix,2022
11,MEDIUM,1.0,True,12.0,15.0,Abu Dhabi Grand Prix,2022
12,MEDIUM,1.0,True,13.0,19.0,Abu Dhabi Grand Prix,2022
13,SOFT,1.0,True,14.0,17.0,Abu Dhabi Grand Prix,2022
14,HARD,1.0,True,15.0,18.0,Abu Dhabi Grand Prix,2022
15,MEDIUM,1.0,True,16.0,12.0,Abu Dhabi Grand Prix,2022
16,HARD,1.0,True,17.0,16.0,Abu Dhabi Grand Prix,2022
17,MEDIUM,1.0,True,18.0,5.0,Abu Dhabi Grand Prix,2022
18,MEDIUM,1.0,True,19.0,20.0,Abu Dhabi Grand Prix,2022
19,MEDIUM,1.0,True,20.0,10.0,Abu Dhabi Grand Prix,2022
0,SOFT,4.0,False,1.0,1.0,Bahrain Grand Prix,2023
1,SOFT,1.0,True,9.0,20.0,Bahrain Grand Prix,2023
2,SOFT,4.0,False,2.0,2.0,Bahrain Grand Prix,2023
3,SOFT,4.0,False,3.0,5.0,Bahrain Grand Prix,2023
4,SOFT,1.0,True,19.0,3.0,Bahrain Grand Prix,2023
5,SOFT,4.0,False,6.0,8.0,Bahrain Grand Prix,2023
6,SOFT,1.0,True,12.0,16.0,Bahrain Grand Prix,2023
7,HARD,1.0,True,13.0,17.0,Bahrain Grand Prix,2023
8,SOFT,1.0,True,14.0,19.0,Bahrain Grand Prix,2023
9,SOFT,1.0,True,11.0,14.0,Bahrain Grand Prix,2023
10,SOFT,1.0,True,10.0,15.0,Bahrain Grand Prix,2023
11,SOFT,1.0,True,16.0,13.0,Bahrain Grand Prix,2023
12,SOFT,4.0,False,15.0,10.0,Bahrain Grand Prix,2023
13,SOFT,4.0,False,18.0,9.0,Bahrain Grand Prix,2023
14,SOFT,1.0,True,17.0,11.0,Bahrain Grand Prix,2023
15,SOFT,4.0,False,5.0,7.0,Bahrain Grand Prix,2023
16,SOFT,4.0,False,4.0,4.0,Bahrain Grand Prix,2023
17,SOFT,4.0,False,7.0,6.0,Bahrain Grand Prix,2023
18,SOFT,1.0,True,8.0,12.0,Bahrain Grand Prix,2023
19,SOFT,1.0,True,20.0,18.0,Bahrain Grand Prix,2023
0,MEDIUM,1.0,True,2.0,15.0,Saudi Arabian Grand Prix,2023
1,MEDIUM,1.0,True,9.0,9.0,Saudi Arabian Grand Prix,2023
2,MEDIUM,1.0,True,1.0,1.0,Saudi Arabian Grand Prix,2023
3,MEDIUM,1.0,True,3.0,2.0,Saudi Arabian Grand Prix,2023
4,SOFT,1.0,True,7.0,12.0,Saudi Arabian Grand Prix,2023
5,MEDIUM,1.0,True,20.0,5.0,Saudi Arabian Grand Prix,2023
6,HARD,1.0,True,16.0,20.0,Saudi Arabian Grand Prix,2023
7,MEDIUM,1.0,True,10.0,13.0,Saudi Arabian Grand Prix,2023
8,MEDIUM,1.0,True,14.0,18.0,Saudi Arabian Grand Prix,2023
9,MEDIUM,1.0,True,11.0,16.0,Saudi Arabian Grand Prix,2023
10,MEDIUM,1.0,True,19.0,17.0,Saudi Arabian Grand Prix,2023
11,MEDIUM,1.0,True,13.0,11.0,Saudi Arabian Grand Prix,2023
12,MEDIUM,1.0,True,12.0,10.0,Saudi Arabian Grand Prix,2023
13,MEDIUM,1.0,True,8.0,6.0,Saudi Arabian Grand Prix,2023
14,SOFT,1.0,True,17.0,19.0,Saudi Arabian Grand Prix,2023
15,HARD,1.0,True,5.0,7.0,Saudi Arabian Grand Prix,2023
16,MEDIUM,1.0,True,6.0,4.0,Saudi Arabian Grand Prix,2023
17,MEDIUM,1.0,True,4.0,3.0,Saudi Arabian Grand Prix,2023
18,MEDIUM,1.0,True,18.0,14.0,Saudi Arabian Grand Prix,2023
19,MEDIUM,1.0,True,15.0,8.0,Saudi Arabian Grand Prix,2023
0,MEDIUM,1.0,True,1.0,1.0,Australian Grand Prix,2023
1,SOFT,1.0,True,13.0,9.0,Australian Grand Prix,2023
2,HARD,1.0,True,5.0,0.0,Australian Grand Prix,2023
3,MEDIUM,2.0,False,3.0,4.0,Australian Grand Prix,2023
4,MEDIUM,1.0,True,20.0,7.0,Australian Grand Prix,2023
5,MEDIUM,2.0,False,4.0,6.0,Australian Grand Prix,2023
6,HARD,1.0,True,16.0,18.0,Australian Grand Prix,2023
7,MEDIUM,1.0,True,17.0,14.0,Australian Grand Prix,2023
8,HARD,1.0,True,15.0,15.0,Australian Grand Prix,2023
9,MEDIUM,1.0,True,10.0,12.0,Australian Grand Prix,2023
10,MEDIUM,1.0,True,19.0,8.0,Australian Grand Prix,2023
11,SOFT,1.0,True,9.0,17.0,Australian Grand Prix,2023
12,MEDIUM,1.0,True,7.0,10.0,Australian Grand Prix,2023
13,SOFT,1.0,True,14.0,11.0,Australian Grand Prix,2023
14,MEDIUM,1.0,True,6.0,13.0,Australian Grand Prix,2023
15,MEDIUM,1.0,True,2.0,3.0,Australian Grand Prix,2023
16,MEDIUM,1.0,False,12.0,5.0,Australian Grand Prix,2023
17,MEDIUM,1.0,True,18.0,2.0,Australian Grand Prix,2023
18,SOFT,1.0,True,11.0,0.0,Australian Grand Prix,2023
19,MEDIUM,1.0,True,8.0,16.0,Australian Grand Prix,2023
0,MEDIUM,1.0,True,2.0,2.0,Azerbaijan Grand Prix,2023
1,MEDIUM,1.0,True,14.0,17.0,Azerbaijan Grand Prix,2023
2,MEDIUM,1.0,True,1.0,3.0,Azerbaijan Grand Prix,2023
3,MEDIUM,1.0,False,4.0,6.0,Azerbaijan Grand Prix,2023
4,MEDIUM,1.0,True,3.0,1.0,Azerbaijan Grand Prix,2023
5,MEDIUM,1.0,False,7.0,9.0,Azerbaijan Grand Prix,2023
6,MEDIUM,1.0,True,16.0,14.0,Azerbaijan Grand Prix,2023
7,MEDIUM,1.0,True,13.0,16.0,Azerbaijan Grand Prix,2023
8,HARD,1.0,False,20.0,18.0,Azerbaijan Grand Prix,2023
9,MEDIUM,1.0,True,10.0,8.0,Azerbaijan Grand Prix,2023
10,MEDIUM,1.0,True,12.0,12.0,Azerbaijan Grand Prix,2023
11,MEDIUM,1.0,True,19.0,15.0,Azerbaijan Grand Prix,2023
12,HARD,1.0,True,17.0,0.0,Azerbaijan Grand Prix,2023
13,HARD,1.0,True,15.0,0.0,Azerbaijan Grand Prix,2023
14,MEDIUM,1.0,True,9.0,7.0,Azerbaijan Grand Prix,2023
15,MEDIUM,1.0,True,6.0,5.0,Azerbaijan Grand Prix,2023
16,MEDIUM,1.0,True,5.0,4.0,Azerbaijan Grand Prix,2023
17,MEDIUM,1.0,True,8.0,11.0,Azerbaijan Grand Prix,2023
18,MEDIUM,1.0,True,18.0,13.0,Azerbaijan Grand Prix,2023
19,MEDIUM,1.0,True,11.0,10.0,Azerbaijan Grand Prix,2023
0,HARD,1.0,True,1.0,9.0,Miami Grand Prix,2023
1,MEDIUM,1.0,True,2.0,1.0,Miami Grand Prix,2023
2,MEDIUM,2.0,False,3.0,2.0,Miami Grand Prix,2023
3,MEDIUM,1.0,True,4.0,6.0,Miami Grand Prix,2023
4,MEDIUM,1.0,True,5.0,3.0,Miami Grand Prix,2023
5,HARD,1.0,False,6.0,13.0,Miami Grand Prix,2023
6,MEDIUM,1.0,True,7.0,7.0,Miami Grand Prix,2023
7,MEDIUM,1.0,True,8.0,5.0,Miami Grand Prix,2023
8,HARD,1.0,True,9.0,8.0,Miami Grand Prix,2023
9,MEDIUM,1.0,True,10.0,4.0,Miami Grand Prix,2023
10,HARD,1.0,True,11.0,17.0,Miami Grand Prix,2023
11,HARD,2.0,False,12.0,18.0,Miami Grand Prix,2023
12,MEDIUM,1.0,True,13.0,10.0,Miami Grand Prix,2023
13,MEDIUM,1.0,True,14.0,11.0,Miami Grand Prix,2023
14,HARD,1.0,True,15.0,12.0,Miami Grand Prix,2023
15,HARD,1.0,True,16.0,14.0,Miami Grand Prix,2023
16,SOFT,1.0,True,17.0,16.0,Miami Grand Prix,2023
17,MEDIUM,1.0,True,18.0,15.0,Miami Grand Prix,2023
18,SOFT,1.0,True,19.0,19.0,Miami Grand Prix,2023
19,MEDIUM,1.0,True,20.0,20.0,Miami Grand Prix,2023
0,MEDIUM,1.0,True,1.0,1.0,Monaco Grand Prix,2023
1,HARD,1.0,True,7.0,7.0,Monaco Grand Prix,2023
2,MEDIUM,1.0,True,16.0,20.0,Monaco Grand Prix,2023
3,HARD,2.0,False,2.0,2.0,Monaco Grand Prix,2023
4,HARD,1.0,True,6.0,6.0,Monaco Grand Prix,2023
5,HARD,2.0,False,20.0,14.0,Monaco Grand Prix,2023
6,MEDIUM,1.0,True,18.0,16.0,Monaco Grand Prix,2023
7,HARD,1.0,True,19.0,17.0,Monaco Grand Prix,2023
8,MEDIUM,1.0,True,12.0,12.0,Monaco Grand Prix,2023
9,MEDIUM,1.0,True,15.0,9.0,Monaco Grand Prix,2023
10,MEDIUM,1.0,True,14.0,13.0,Monaco Grand Prix,2023
11,SOFT,1.0,True,13.0,19.0,Monaco Grand Prix,2023
12,MEDIUM,1.0,True,17.0,18.0,Monaco Grand Prix,2023
13,MEDIUM,1.0,True,3.0,3.0,Monaco Grand Prix,2023
14,MEDIUM,1.0,True,9.0,10.0,Monaco Grand Prix,2023
15,MEDIUM,1.0,True,4.0,5.0,Monaco Grand Prix,2023
16,HARD,1.0,True,8.0,4.0,Monaco Grand Prix,2023
17,HARD,1.0,True,5.0,8.0,Monaco Grand Prix,2023
18,HARD,1.0,True,11.0,15.0,Monaco Grand Prix,2023
19,HARD,1.0,True,10.0,11.0,Monaco Grand Prix,2023
0,MEDIUM,1.0,True,1.0,1.0,Spanish Grand Prix,2023
1,SOFT,4.0,False,2.0,4.0,Spanish Grand Prix,2023
2,SOFT,1.0,True,3.0,12.0,Spanish Grand Prix,2023
3,MEDIUM,1.0,True,4.0,11.0,Spanish Grand Prix,2023
4,SOFT,4.0,False,5.0,2.0,Spanish Grand Prix,2023
5,SOFT,4.0,False,6.0,5.0,Spanish Grand Prix,2023
6,SOFT,4.0,False,7.0,8.0,Spanish Grand Prix,2023
7,SOFT,4.0,False,8.0,6.0,Spanish Grand Prix,2023
8,SOFT,1.0,True,9.0,13.0,Spanish Grand Prix,2023
9,SOFT,4.0,False,10.0,10.0,Spanish Grand Prix,2023
10,HARD,1.0,True,11.0,19.0,Spanish Grand Prix,2023
11,SOFT,1.0,True,12.0,15.0,Spanish Grand Prix,2023
12,SOFT,3.0,False,13.0,9.0,Spanish Grand Prix,2023
13,SOFT,1.0,True,14.0,14.0,Spanish Grand Prix,2023
14,SOFT,4.0,False,15.0,7.0,Spanish Grand Prix,2023
15,SOFT,1.0,True,16.0,18.0,Spanish Grand Prix,2023
16,SOFT,3.0,False,17.0,3.0,Spanish Grand Prix,2023
17,SOFT,1.0,True,18.0,17.0,Spanish Grand Prix,2023
18,SOFT,1.0,True,19.0,16.0,Spanish Grand Prix,2023
19,MEDIUM,1.0,True,20.0,20.0,Spanish Grand Prix,2023
0,MEDIUM,1.0,True,1.0,1.0,Canadian Grand Prix,2023
1,SOFT,1.0,True,12.0,15.0,Canadian Grand Prix,2023
2,HARD,1.0,True,6.0,12.0,Canadian Grand Prix,2023
3,MEDIUM,1.0,True,2.0,2.0,Canadian Grand Prix,2023
4,MEDIUM,1.0,True,4.0,10.0,Canadian Grand Prix,2023
5,MEDIUM,1.0,True,9.0,16.0,Canadian Grand Prix,2023
6,MEDIUM,1.0,True,20.0,18.0,Canadian Grand Prix,2023
7,HARD,1.0,True,17.0,13.0,Canadian Grand Prix,2023
8,MEDIUM,1.0,True,18.0,17.0,Canadian Grand Prix,2023
9,MEDIUM,1.0,True,14.0,19.0,Canadian Grand Prix,2023
10,MEDIUM,2.0,False,7.0,9.0,Canadian Grand Prix,2023
11,MEDIUM,1.0,True,16.0,20.0,Canadian Grand Prix,2023
12,MEDIUM,1.0,True,15.0,5.0,Canadian Grand Prix,2023
13,MEDIUM,1.0,True,8.0,6.0,Canadian Grand Prix,2023
14,MEDIUM,1.0,True,13.0,7.0,Canadian Grand Prix,2023
15,MEDIUM,1.0,True,3.0,3.0,Canadian Grand Prix,2023
16,MEDIUM,1.0,True,5.0,11.0,Canadian Grand Prix,2023
17,MEDIUM,1.0,True,19.0,4.0,Canadian Grand Prix,2023
18,HARD,1.0,True,10.0,14.0,Canadian Grand Prix,2023
19,MEDIUM,1.0,True,11.0,8.0,Canadian Grand Prix,2023
0,MEDIUM,1.0,True,1.0,1.0,Austrian Grand Prix,2023
1,MEDIUM,1.0,True,10.0,9.0,Austrian Grand Prix,2023
2,MEDIUM,1.0,True,3.0,15.0,Austrian Grand Prix,2023
3,HARD,1.0,True,5.0,7.0,Austrian Grand Prix,2023
4,MEDIUM,1.0,True,2.0,2.0,Austrian Grand Prix,2023
5,MEDIUM,1.0,True,9.0,6.0,Austrian Grand Prix,2023
6,MEDIUM,1.0,True,13.0,18.0,Austrian Grand Prix,2023
7,HARD,1.0,True,18.0,0.0,Austrian Grand Prix,2023
8,MEDIUM,1.0,True,17.0,0.0,Austrian Grand Prix,2023
9,MEDIUM,1.0,True,19.0,16.0,Austrian Grand Prix,2023
10,MEDIUM,1.0,True,11.0,10.0,Austrian Grand Prix,2023
11,MEDIUM,1.0,True,12.0,17.0,Austrian Grand Prix,2023
12,MEDIUM,4.0,False,20.0,8.0,Austrian Grand Prix,2023
13,MEDIUM,1.0,True,14.0,12.0,Austrian Grand Prix,2023
14,MEDIUM,1.0,True,4.0,4.0,Austrian Grand Prix,2023
15,MEDIUM,1.0,True,8.0,5.0,Austrian Grand Prix,2023
16,MEDIUM,1.0,True,6.0,3.0,Austrian Grand Prix,2023
17,MEDIUM,1.0,True,7.0,11.0,Austrian Grand Prix,2023
18,HARD,1.0,True,15.0,14.0,Austrian Grand Prix,2023
19,MEDIUM,1.0,True,16.0,13.0,Austrian Grand Prix,2023
0,MEDIUM,1.0,True,1.0,1.0,British Grand Prix,2023
1,MEDIUM,1.0,True,18.0,10.0,British Grand Prix,2023
2,MEDIUM,1.0,True,6.0,15.0,British Grand Prix,2023
3,MEDIUM,2.0,False,7.0,9.0,British Grand Prix,2023
4,MEDIUM,1.0,True,9.0,4.0,British Grand Prix,2023
5,MEDIUM,2.0,False,14.0,12.0,British Grand Prix,2023
6,MEDIUM,1.0,True,11.0,14.0,British Grand Prix,2023
7,MEDIUM,1.0,True,19.0,19.0,British Grand Prix,2023
8,SOFT,1.0,True,17.0,18.0,British Grand Prix,2023
9,SOFT,1.0,True,16.0,16.0,British Grand Prix,2023
10,MEDIUM,1.0,True,8.0,8.0,British Grand Prix,2023
11,MEDIUM,1.0,True,15.0,17.0,British Grand Prix,2023
12,HARD,1.0,True,13.0,11.0,British Grand Prix,2023
13,SOFT,1.0,True,20.0,13.0,British Grand Prix,2023
14,MEDIUM,1.0,True,2.0,2.0,British Grand Prix,2023
15,MEDIUM,1.0,True,3.0,7.0,British Grand Prix,2023
16,MEDIUM,1.0,True,10.0,5.0,British Grand Prix,2023
17,SOFT,4.0,False,5.0,6.0,British Grand Prix,2023
18,HARD,1.0,True,12.0,20.0,British Grand Prix,2023
19,MEDIUM,1.0,True,4.0,3.0,British Grand Prix,2023
0,MEDIUM,4.0,False,1.0,2.0,Hungarian Grand Prix,2023
1,MEDIUM,1.0,True,2.0,3.0,Hungarian Grand Prix,2023
2,HARD,4.0,False,3.0,9.0,Hungarian Grand Prix,2023
3,MEDIUM,4.0,False,4.0,1.0,Hungarian Grand Prix,2023
4,MEDIUM,3.0,False,5.0,4.0,Hungarian Grand Prix,2023
5,HARD,1.0,True,6.0,18.0,Hungarian Grand Prix,2023
6,MEDIUM,4.0,False,7.0,6.0,Hungarian Grand Prix,2023
7,SOFT,1.0,True,8.0,11.0,Hungarian Grand Prix,2023
8,MEDIUM,4.0,False,9.0,8.0,Hungarian Grand Prix,2023
9,SOFT,1.0,True,10.0,14.0,Hungarian Grand Prix,2023
10,MEDIUM,1.0,True,11.0,16.0,Hungarian Grand Prix,2023
11,MEDIUM,4.0,False,12.0,7.0,Hungarian Grand Prix,2023
12,MEDIUM,4.0,False,13.0,13.0,Hungarian Grand Prix,2023
13,MEDIUM,4.0,False,14.0,10.0,Hungarian Grand Prix,2023
14,SOFT,1.0,True,15.0,17.0,Hungarian Grand Prix,2023
15,MEDIUM,4.0,False,16.0,5.0,Hungarian Grand Prix,2023
16,MEDIUM,1.0,True,17.0,19.0,Hungarian Grand Prix,2023
17,MEDIUM,1.0,True,18.0,20.0,Hungarian Grand Prix,2023
18,MEDIUM,4.0,False,19.0,12.0,Hungarian Grand Prix,2023
19,SOFT,1.0,True,20.0,15.0,Hungarian Grand Prix,2023
0,SOFT,1.0,True,1.0,6.0,Belgian Grand Prix,2023
1,SOFT,1.0,True,2.0,2.0,Belgian Grand Prix,2023
2,SOFT,1.0,True,3.0,1.0,Belgian Grand Prix,2023
3,SOFT,1.0,True,4.0,3.0,Belgian Grand Prix,2023
4,MEDIUM,1.0,True,5.0,9.0,Belgian Grand Prix,2023
5,MEDIUM,1.0,True,6.0,8.0,Belgian Grand Prix,2023
6,MEDIUM,1.0,True,7.0,7.0,Belgian Grand Prix,2023
7,SOFT,1.0,True,8.0,14.0,Belgian Grand Prix,2023
8,MEDIUM,1.0,True,9.0,10.0,Belgian Grand Prix,2023
9,MEDIUM,1.0,True,10.0,11.0,Belgian Grand Prix,2023
10,SOFT,1.0,True,11.0,12.0,Belgian Grand Prix,2023
11,SOFT,1.0,True,12.0,13.0,Belgian Grand Prix,2023
12,SOFT,1.0,True,13.0,17.0,Belgian Grand Prix,2023
13,SOFT,1.0,True,14.0,15.0,Belgian Grand Prix,2023
14,SOFT,1.0,True,15.0,16.0,Belgian Grand Prix,2023
15,SOFT,1.0,True,16.0,19.0,Belgian Grand Prix,2023
16,SOFT,1.0,True,17.0,18.0,Belgian Grand Prix,2023
17,MEDIUM,1.0,True,18.0,0.0,Belgian Grand Prix,2023
18,SOFT,1.0,True,19.0,4.0,Belgian Grand Prix,2023
19,MEDIUM,1.0,True,20.0,5.0,Belgian Grand Prix,2023
0,SOFT,1.0,True,1.0,1.0,Dutch Grand Prix,2023
1,SOFT,1.0,True,3.0,12.0,Dutch Grand Prix,2023
2,SOFT,1.0,True,4.0,7.0,Dutch Grand Prix,2023
3,SOFT,1.0,True,2.0,5.0,Dutch Grand Prix,2023
4,SOFT,1.0,True,19.0,9.0,Dutch Grand Prix,2023
5,SOFT,1.0,True,11.0,11.0,Dutch Grand Prix,2023
6,SOFT,1.0,True,20.0,10.0,Dutch Grand Prix,2023
7,SOFT,1.0,True,16.0,0.0,Dutch Grand Prix,2023
8,SOFT,1.0,True,15.0,17.0,Dutch Grand Prix,2023
9,SOFT,1.0,True,8.0,4.0,Dutch Grand Prix,2023
10,SOFT,1.0,True,18.0,15.0,Dutch Grand Prix,2023
11,SOFT,1.0,False,12.0,14.0,Dutch Grand Prix,2023
12,SOFT,1.0,True,10.0,16.0,Dutch Grand Prix,2023
13,SOFT,1.0,True,7.0,2.0,Dutch Grand Prix,2023
14,SOFT,1.0,True,13.0,19.0,Dutch Grand Prix,2023
15,MEDIUM,1.0,True,6.0,13.0,Dutch Grand Prix,2023
16,SOFT,1.0,True,5.0,6.0,Dutch Grand Prix,2023
17,SOFT,1.0,True,17.0,3.0,Dutch Grand Prix,2023
18,SOFT,1.0,True,14.0,18.0,Dutch Grand Prix,2023
19,SOFT,1.0,True,9.0,8.0,Dutch Grand Prix,2023
0,MEDIUM,1.0,True,1.0,2.0,Italian Grand Prix,2023
1,MEDIUM,1.0,True,15.0,17.0,Italian Grand Prix,2023
2,MEDIUM,1.0,True,2.0,5.0,Italian Grand Prix,2023
3,MEDIUM,1.0,True,9.0,10.0,Italian Grand Prix,2023
4,MEDIUM,1.0,True,4.0,3.0,Italian Grand Prix,2023
5,MEDIUM,1.0,True,16.0,20.0,Italian Grand Prix,2023
6,MEDIUM,4.0,False,13.0,15.0,Italian Grand Prix,2023
7,HARD,5.0,False,18.0,19.0,Italian Grand Prix,2023
8,MEDIUM,4.0,False,20.0,11.0,Italian Grand Prix,2023
9,MEDIUM,4.0,False,7.0,6.0,Italian Grand Prix,2023
10,MEDIUM,1.0,True,14.0,16.0,Italian Grand Prix,2023
11,MEDIUM,4.0,False,17.0,13.0,Italian Grand Prix,2023
12,MEDIUM,1.0,True,19.0,18.0,Italian Grand Prix,2023
13,MEDIUM,1.0,True,8.0,9.0,Italian Grand Prix,2023
14,MEDIUM,4.0,False,11.0,12.0,Italian Grand Prix,2023
15,HARD,4.0,False,6.0,8.0,Italian Grand Prix,2023
16,MEDIUM,1.0,True,3.0,1.0,Italian Grand Prix,2023
17,MEDIUM,1.0,True,5.0,4.0,Italian Grand Prix,2023
18,HARD,4.0,False,10.0,14.0,Italian Grand Prix,2023
19,MEDIUM,1.0,True,12.0,7.0,Italian Grand Prix,2023
0,HARD,1.0,True,5.0,11.0,Singapore Grand Prix,2023
1,MEDIUM,1.0,True,6.0,12.0,Singapore Grand Prix,2023
2,HARD,1.0,True,8.0,13.0,Singapore Grand Prix,2023
3,MEDIUM,1.0,True,15.0,7.0,Singapore Grand Prix,2023
4,SOFT,4.0,False,4.0,3.0,Singapore Grand Prix,2023
5,MEDIUM,1.0,True,14.0,18.0,Singapore Grand Prix,2023
6,MEDIUM,1.0,True,10.0,6.0,Singapore Grand Prix,2023
7,SOFT,1.0,True,19.0,15.0,Singapore Grand Prix,2023
8,MEDIUM,1.0,True,11.0,14.0,Singapore Grand Prix,2023
9,SOFT,1.0,True,12.0,0.0,Singapore Grand Prix,2023
10,MEDIUM,1.0,True,13.0,9.0,Singapore Grand Prix,2023
11,MEDIUM,1.0,True,18.0,8.0,Singapore Grand Prix,2023
12,MEDIUM,1.0,True,2.0,4.0,Singapore Grand Prix,2023
13,MEDIUM,1.0,True,9.0,10.0,Singapore Grand Prix,2023
14,MEDIUM,1.0,True,3.0,5.0,Singapore Grand Prix,2023
15,MEDIUM,1.0,True,1.0,1.0,Singapore Grand Prix,2023
16,MEDIUM,1.0,True,16.0,2.0,Singapore Grand Prix,2023
17,HARD,1.0,True,17.0,16.0,Singapore Grand Prix,2023
18,MEDIUM,1.0,False,7.0,17.0,Singapore Grand Prix,2023
0,MEDIUM,1.0,True,1.0,1.0,Japanese Grand Prix,2023
1,MEDIUM,1.0,True,2.0,3.0,Japanese Grand Prix,2023
2,MEDIUM,1.0,True,3.0,2.0,Japanese Grand Prix,2023
3,MEDIUM,1.0,True,4.0,4.0,Japanese Grand Prix,2023
4,MEDIUM,1.0,True,5.0,7.0,Japanese Grand Prix,2023
5,MEDIUM,1.0,True,6.0,6.0,Japanese Grand Prix,2023
6,MEDIUM,1.0,True,7.0,8.0,Japanese Grand Prix,2023
7,SOFT,4.0,False,8.0,10.0,Japanese Grand Prix,2023
8,MEDIUM,1.0,True,9.0,14.0,Japanese Grand Prix,2023
9,MEDIUM,1.0,True,10.0,12.0,Japanese Grand Prix,2023
10,SOFT,1.0,True,11.0,11.0,Japanese Grand Prix,2023
11,SOFT,4.0,False,12.0,9.0,Japanese Grand Prix,2023
12,SOFT,1.0,True,13.0,19.0,Japanese Grand Prix,2023
13,SOFT,1.0,True,14.0,18.0,Japanese Grand Prix,2023
14,MEDIUM,1.0,True,15.0,15.0,Japanese Grand Prix,2023
15,MEDIUM,1.0,True,16.0,13.0,Japanese Grand Prix,2023
16,MEDIUM,1.0,True,17.0,0.0,Japanese Grand Prix,2023
17,SOFT,1.0,True,18.0,17.0,Japanese Grand Prix,2023
18,MEDIUM,1.0,True,19.0,5.0,Japanese Grand Prix,2023
19,SOFT,1.0,True,20.0,16.0,Japanese Grand Prix,2023
0,MEDIUM,4.0,False,1.0,1.0,Qatar Grand Prix,2023
1,MEDIUM,7.0,False,2.0,6.0,Qatar Grand Prix,2023
2,MEDIUM,8.0,False,3.0,10.0,Qatar Grand Prix,2023
3,MEDIUM,8.0,False,4.0,2.0,Qatar Grand Prix,2023
4,MEDIUM,9.0,False,5.0,5.0,Qatar Grand Prix,2023
5,MEDIUM,6.0,False,6.0,4.0,Qatar Grand Prix,2023
6,MEDIUM,8.0,False,7.0,8.0,Qatar Grand Prix,2023
7,SOFT,4.0,False,8.0,9.0,Qatar Grand Prix,2023
8,MEDIUM,1.0,True,9.0,19.0,Qatar Grand Prix,2023
9,HARD,1.0,True,10.0,0.0,Qatar Grand Prix,2023
10,MEDIUM,9.0,False,11.0,16.0,Qatar Grand Prix,2023
11,MEDIUM,8.0,False,12.0,7.0,Qatar Grand Prix,2023
12,MEDIUM,1.0,True,13.0,13.0,Qatar Grand Prix,2023
13,SOFT,1.0,True,14.0,18.0,Qatar Grand Prix,2023
