,Compound,TyreLife,FreshTyre,Position,GridPosition,Round,Year
12,MEDIUM,1.0,True,10.0,11.0,Austrian Grand Prix,2020
13,SOFT,4.0,False,5.0,8.0,Austrian Grand Prix,2020
14,MEDIUM,1.0,True,11.0,20.0,Austrian Grand Prix,2020
15,MEDIUM,1.0,True,15.0,17.0,Austrian Grand Prix,2020
16,MEDIUM,1.0,True,14.0,19.0,Austrian Grand Prix,2020
17,SOFT,4.0,False,1.0,1.0,Austrian Grand Prix,2020
18,MEDIUM,1.0,True,16.0,15.0,Austrian Grand Prix,2020
19,MEDIUM,1.0,True,9.0,18.0,Austrian Grand Prix,2020
0,SOFT,1.0,True,1.0,1.0,Styrian Grand Prix,2020
1,SOFT,1.0,True,2.0,4.0,Styrian Grand Prix,2020
2,SOFT,1.0,True,3.0,2.0,Styrian Grand Prix,2020
3,SOFT,1.0,True,4.0,6.0,Styrian Grand Prix,2020
4,SOFT,1.0,True,5.0,9.0,Styrian Grand Prix,2020
5,SOFT,1.0,True,6.0,17.0,Styrian Grand Prix,2020
6,SOFT,1.0,True,7.0,12.0,Styrian Grand Prix,2020
7,MEDIUM,1.0,True,8.0,8.0,Styrian Grand Prix,2020
8,SOFT,1.0,True,9.0,3.0,Styrian Grand Prix,2020
9,MEDIUM,1.0,True,10.0,13.0,Styrian Grand Prix,2020
10,MEDIUM,1.0,True,11.0,16.0,Styrian Grand Prix,2020
11,SOFT,1.0,True,12.0,15.0,Styrian Grand Prix,2020
12,SOFT,1.0,True,13.0,0.0,Styrian Grand Prix,2020
13,MEDIUM,1.0,True,14.0,19.0,Styrian Grand Prix,2020
14,SOFT,1.0,True,15.0,7.0,Styrian Grand Prix,2020
15,SOFT,1.0,True,16.0,11.0,Styrian Grand Prix,2020
16,MEDIUM,1.0,True,17.0,18.0,Styrian Grand Prix,2020
17,SOFT,1.0,True,18.0,5.0,Styrian Grand Prix,2020
18,SOFT,1.0,True,19.0,14.0,Styrian Grand Prix,2020
19,MEDIUM,1.0,True,20.0,10.0,Styrian Grand Prix,2020
0,INTERMEDIATE,1.0,True,1.0,1.0,Hungarian Grand Prix,2020
1,INTERMEDIATE,1.0,True,2.0,7.0,Hungarian Grand Prix,2020
2,INTERMEDIATE,1.0,True,3.0,2.0,Hungarian Grand Prix,2020
3,INTERMEDIATE,1.0,True,4.0,3.0,Hungarian Grand Prix,2020
4,INTERMEDIATE,1.0,True,5.0,13.0,Hungarian Grand Prix,2020
5,INTERMEDIATE,1.0,True,6.0,5.0,Hungarian Grand Prix,2020
6,INTERMEDIATE,1.0,True,7.0,4.0,Hungarian Grand Prix,2020
7,INTERMEDIATE,1.0,True,8.0,11.0,Hungarian Grand Prix,2020
8,INTERMEDIATE,1.0,True,9.0,9.0,Hungarian Grand Prix,2020
9,MEDIUM,1.0,False,10.0,0.0,Hungarian Grand Prix,2020
10,INTERMEDIATE,1.0,True,11.0,6.0,Hungarian Grand Prix,2020
11,INTERMEDIATE,1.0,True,12.0,17.0,Hungarian Grand Prix,2020
12,INTERMEDIATE,1.0,True,13.0,8.0,Hungarian Grand Prix,2020
13,INTERMEDIATE,1.0,True,14.0,14.0,Hungarian Grand Prix,2020
14,INTERMEDIATE,1.0,True,15.0,20.0,Hungarian Grand Prix,2020
15,MEDIUM,1.0,False,16.0,0.0,Hungarian Grand Prix,2020
16,INTERMEDIATE,1.0,True,17.0,19.0,Hungarian Grand Prix,2020
17,INTERMEDIATE,1.0,True,18.0,12.0,Hungarian Grand Prix,2020
18,INTERMEDIATE,1.0,True,19.0,15.0,Hungarian Grand Prix,2020
19,INTERMEDIATE,1.0,True,20.0,10.0,Hungarian Grand Prix,2020
0,MEDIUM,1.0,True,7.0,11.0,British Grand Prix,2020
1,MEDIUM,4.0,False,3.0,4.0,British Grand Prix,2020
2,MEDIUM,4.0,False,9.0,6.0,British Grand Prix,2020
3,MEDIUM,1.0,True,19.0,14.0,British Grand Prix,2020
4,MEDIUM,1.0,True,8.0,12.0,British Grand Prix,2020
5,MEDIUM,1.0,True,18.0,19.0,British Grand Prix,2020
6,HARD,1.0,True,20.0,13.0,British Grand Prix,2020
7,SOFT,4.0,False,4.0,8.0,British Grand Prix,2020
8,SOFT,4.0,False,6.0,9.0,British Grand Prix,2020
9,MEDIUM,4.0,False,2.0,3.0,British Grand Prix,2020
10,SOFT,4.0,False,5.0,5.0,British Grand Prix,2020
11,MEDIUM,4.0,False,1.0,1.0,British Grand Prix,2020
12,SOFT,4.0,False,10.0,10.0,British Grand Prix,2020
13,SOFT,4.0,False,13.0,7.0,British Grand Prix,2020
14,MEDIUM,1.0,True,15.0,18.0,British Grand Prix,2020
15,MEDIUM,1.0,True,12.0,20.0,British Grand Prix,2020
16,MEDIUM,1.0,True,17.0,16.0,British Grand Prix,2020
17,MEDIUM,4.0,False,11.0,2.0,British Grand Prix,2020
18,MEDIUM,1.0,True,16.0,17.0,British Grand Prix,2020
19,MEDIUM,1.0,True,14.0,15.0,British Grand Prix,2020
0,HARD,4.0,False,1.0,4.0,70th Anniversary Grand Prix,2020
1,MEDIUM,4.0,False,2.0,2.0,70th Anniversary Grand Prix,2020
2,MEDIUM,4.0,False,3.0,1.0,70th Anniversary Grand Prix,2020
3,MEDIUM,4.0,False,4.0,8.0,70th Anniversary Grand Prix,2020
4,MEDIUM,4.0,False,5.0,9.0,70th Anniversary Grand Prix,2020
5,MEDIUM,4.0,False,6.0,6.0,70th Anniversary Grand Prix,2020
6,MEDIUM,4.0,False,7.0,3.0,70th Anniversary Grand Prix,2020
7,MEDIUM,1.0,True,8.0,14.0,70th Anniversary Grand Prix,2020
8,MEDIUM,4.0,False,9.0,10.0,70th Anniversary Grand Prix,2020
9,HARD,1.0,True,10.0,16.0,70th Anniversary Grand Prix,2020
10,MEDIUM,4.0,False,11.0,7.0,70th Anniversary Grand Prix,2020
11,HARD,2.0,False,12.0,11.0,70th Anniversary Grand Prix,2020
12,HARD,1.0,True,13.0,12.0,70th Anniversary Grand Prix,2020
13,MEDIUM,4.0,False,14.0,5.0,70th Anniversary Grand Prix,2020
14,HARD,1.0,False,15.0,20.0,70th Anniversary Grand Prix,2020
15,MEDIUM,4.0,False,16.0,13.0,70th Anniversary Grand Prix,2020
16,MEDIUM,1.0,True,17.0,19.0,70th Anniversary Grand Prix,2020
17,MEDIUM,1.0,True,18.0,15.0,70th Anniversary Grand Prix,2020
18,MEDIUM,1.0,True,19.0,18.0,70th Anniversary Grand Prix,2020
19,MEDIUM,1.0,True,20.0,17.0,70th Anniversary Grand Prix,2020
0,SOFT,4.0,False,1.0,1.0,Spanish Grand Prix,2020
1,SOFT,4.0,False,2.0,3.0,Spanish Grand Prix,2020
2,SOFT,4.0,False,3.0,2.0,Spanish Grand Prix,2020
3,SOFT,4.0,False,4.0,5.0,Spanish Grand Prix,2020
4,SOFT,4.0,False,5.0,4.0,Spanish Grand Prix,2020
5,SOFT,4.0,False,6.0,7.0,Spanish Grand Prix,2020
6,MEDIUM,1.0,True,7.0,11.0,Spanish Grand Prix,2020
7,SOFT,4.0,False,8.0,6.0,Spanish Grand Prix,2020
8,SOFT,4.0,False,9.0,10.0,Spanish Grand Prix,2020
9,SOFT,4.0,False,10.0,8.0,Spanish Grand Prix,2020
10,MEDIUM,1.0,True,11.0,13.0,Spanish Grand Prix,2020
11,SOFT,1.0,True,12.0,12.0,Spanish Grand Prix,2020
12,MEDIUM,1.0,True,13.0,15.0,Spanish Grand Prix,2020
13,MEDIUM,1.0,True,14.0,14.0,Spanish Grand Prix,2020
14,SOFT,4.0,False,15.0,16.0,Spanish Grand Prix,2020
15,MEDIUM,1.0,True,16.0,20.0,Spanish Grand Prix,2020
16,SOFT,1.0,True,17.0,18.0,Spanish Grand Prix,2020
17,MEDIUM,1.0,True,18.0,19.0,Spanish Grand Prix,2020
18,MEDIUM,2.0,False,19.0,17.0,Spanish Grand Prix,2020
19,SOFT,4.0,False,20.0,9.0,Spanish Grand Prix,2020
0,HARD,1.0,True,8.0,12.0,Belgian Grand Prix,2020
1,SOFT,4.0,False,10.0,8.0,Belgian Grand Prix,2020
2,SOFT,1.0,True,14.0,13.0,Belgian Grand Prix,2020
3,SOFT,4.0,False,9.0,9.0,Belgian Grand Prix,2020
4,MEDIUM,1.0,True,17.0,20.0,Belgian Grand Prix,2020
5,SOFT,4.0,False,6.0,5.0,Belgian Grand Prix,2020
6,MEDIUM,1.0,True,11.0,11.0,Belgian Grand Prix,2020
7,SOFT,4.0,False,4.0,4.0,Belgian Grand Prix,2020
8,SOFT,4.0,False,5.0,6.0,Belgian Grand Prix,2020
9,MEDIUM,4.0,False,3.0,3.0,Belgian Grand Prix,2020
10,SOFT,4.0,False,7.0,10.0,Belgian Grand Prix,2020
11,MEDIUM,4.0,False,1.0,1.0,Belgian Grand Prix,2020
12,MEDIUM,1.0,True,13.0,14.0,Belgian Grand Prix,2020
13,SOFT,4.0,False,20.0,7.0,Belgian Grand Prix,2020
14,MEDIUM,1.0,True,16.0,19.0,Belgian Grand Prix,2020
15,MEDIUM,1.0,True,19.0,15.0,Belgian Grand Prix,2020
16,MEDIUM,1.0,True,12.0,16.0,Belgian Grand Prix,2020
17,MEDIUM,4.0,False,2.0,2.0,Belgian Grand Prix,2020
18,MEDIUM,1.0,True,15.0,17.0,Belgian Grand Prix,2020
19,MEDIUM,1.0,True,18.0,18.0,Belgian Grand Prix,2020
0,SOFT,4.0,False,1.0,10.0,Italian Grand Prix,2020
1,SOFT,4.0,False,2.0,3.0,Italian Grand Prix,2020
2,SOFT,4.0,False,3.0,8.0,Italian Grand Prix,2020
3,SOFT,4.0,False,4.0,6.0,Italian Grand Prix,2020
4,SOFT,4.0,False,5.0,2.0,Italian Grand Prix,2020
5,SOFT,4.0,False,6.0,7.0,Italian Grand Prix,2020
6,SOFT,4.0,False,7.0,1.0,Italian Grand Prix,2020
7,SOFT,1.0,True,8.0,12.0,Italian Grand Prix,2020
8,HARD,1.0,True,9.0,11.0,Italian Grand Prix,2020
9,SOFT,4.0,False,10.0,4.0,Italian Grand Prix,2020
10,MEDIUM,1.0,True,11.0,20.0,Italian Grand Prix,2020
11,MEDIUM,1.0,True,12.0,16.0,Italian Grand Prix,2020
12,MEDIUM,1.0,True,13.0,14.0,Italian Grand Prix,2020
13,MEDIUM,1.0,True,14.0,19.0,Italian Grand Prix,2020
14,SOFT,4.0,False,15.0,9.0,Italian Grand Prix,2020
15,MEDIUM,1.0,True,16.0,18.0,Italian Grand Prix,2020
16,SOFT,4.0,False,17.0,5.0,Italian Grand Prix,2020
17,SOFT,1.0,True,18.0,13.0,Italian Grand Prix,2020
18,MEDIUM,1.0,True,19.0,15.0,Italian Grand Prix,2020
19,HARD,1.0,True,20.0,17.0,Italian Grand Prix,2020
0,SOFT,1.0,True,20.0,16.0,Tuscan Grand Prix,2020
1,SOFT,4.0,False,5.0,7.0,Tuscan Grand Prix,2020
2,SOFT,4.0,False,8.0,5.0,Tuscan Grand Prix,2020
3,SOFT,4.0,False,13.0,6.0,Tuscan Grand Prix,2020
4,SOFT,1.0,True,16.0,20.0,Tuscan Grand Prix,2020
5,SOFT,4.0,False,3.0,4.0,Tuscan Grand Prix,2020
6,MEDIUM,1.0,True,7.0,12.0,Tuscan Grand Prix,2020
7,SOFT,4.0,False,4.0,8.0,Tuscan Grand Prix,2020
8,SOFT,4.0,False,14.0,10.0,Tuscan Grand Prix,2020
9,SOFT,4.0,False,19.0,3.0,Tuscan Grand Prix,2020
10,SOFT,1.0,True,6.0,11.0,Tuscan Grand Prix,2020
11,SOFT,4.0,False,1.0,1.0,Tuscan Grand Prix,2020
12,SOFT,1.0,True,10.0,14.0,Tuscan Grand Prix,2020
13,SOFT,4.0,False,18.0,9.0,Tuscan Grand Prix,2020
14,MEDIUM,1.0,True,15.0,19.0,Tuscan Grand Prix,2020
15,MEDIUM,1.0,True,11.0,18.0,Tuscan Grand Prix,2020
16,MEDIUM,1.0,True,9.0,13.0,Tuscan Grand Prix,2020
17,SOFT,4.0,False,2.0,2.0,Tuscan Grand Prix,2020
18,MEDIUM,1.0,True,12.0,15.0,Tuscan Grand Prix,2020
19,SOFT,1.0,True,17.0,17.0,Tuscan Grand Prix,2020
0,MEDIUM,4.0,False,1.0,3.0,Russian Grand Prix,2020
1,MEDIUM,4.0,False,2.0,2.0,Russian Grand Prix,2020
2,SOFT,4.0,False,3.0,1.0,Russian Grand Prix,2020
3,SOFT,4.0,False,4.0,4.0,Russian Grand Prix,2020
4,SOFT,4.0,False,5.0,5.0,Russian Grand Prix,2020
5,MEDIUM,1.0,True,6.0,10.0,Russian Grand Prix,2020
6,SOFT,4.0,False,7.0,7.0,Russian Grand Prix,2020
7,HARD,1.0,True,8.0,11.0,Russian Grand Prix,2020
8,SOFT,4.0,False,9.0,9.0,Russian Grand Prix,2020
9,SOFT,5.0,False,10.0,15.0,Russian Grand Prix,2020
10,MEDIUM,1.0,True,11.0,17.0,Russian Grand Prix,2020
11,MEDIUM,1.0,True,12.0,18.0,Russian Grand Prix,2020
12,MEDIUM,1.0,True,13.0,14.0,Russian Grand Prix,2020
13,HARD,1.0,True,14.0,19.0,Russian Grand Prix,2020
14,SOFT,4.0,False,15.0,8.0,Russian Grand Prix,2020
15,MEDIUM,1.0,True,16.0,20.0,Russian Grand Prix,2020
16,MEDIUM,1.0,True,17.0,16.0,Russian Grand Prix,2020
17,MEDIUM,1.0,True,18.0,13.0,Russian Grand Prix,2020
18,SOFT,4.0,False,19.0,6.0,Russian Grand Prix,2020
19,MEDIUM,1.0,True,20.0,12.0,Russian Grand Prix,2020
0,MEDIUM,1.0,True,6.0,12.0,Eifel Grand Prix,2020
1,SOFT,4.0,False,4.0,9.0,Eifel Grand Prix,2020
2,SOFT,4.0,False,7.0,4.0,Eifel Grand Prix,2020
3,SOFT,1.0,True,13.0,15.0,Eifel Grand Prix,2020
4,SOFT,4.0,False,17.0,5.0,Eifel Grand Prix,2020
5,MEDIUM,1.0,True,15.0,13.0,Eifel Grand Prix,2020
6,SOFT,1.0,True,8.0,20.0,Eifel Grand Prix,2020
7,SOFT,4.0,False,3.0,6.0,Eifel Grand Prix,2020
8,SOFT,4.0,False,18.0,7.0,Eifel Grand Prix,2020
9,SOFT,4.0,False,2.0,3.0,Eifel Grand Prix,2020
10,SOFT,4.0,False,16.0,8.0,Eifel Grand Prix,2020
11,SOFT,4.0,False,1.0,2.0,Eifel Grand Prix,2020
12,MEDIUM,1.0,True,11.0,11.0,Eifel Grand Prix,2020
13,SOFT,4.0,False,5.0,10.0,Eifel Grand Prix,2020
14,SOFT,1.0,True,14.0,18.0,Eifel Grand Prix,2020
15,SOFT,1.0,True,20.0,17.0,Eifel Grand Prix,2020
16,SOFT,1.0,True,12.0,19.0,Eifel Grand Prix,2020
17,SOFT,4.0,False,19.0,1.0,Eifel Grand Prix,2020
18,MEDIUM,1.0,True,9.0,16.0,Eifel Grand Prix,2020
19,SOFT,1.0,True,10.0,14.0,Eifel Grand Prix,2020
0,MEDIUM,6.0,False,1.0,1.0,Portuguese Grand Prix,2020
1,MEDIUM,4.0,False,2.0,2.0,Portuguese Grand Prix,2020
2,SOFT,5.0,False,3.0,3.0,Portuguese Grand Prix,2020
3,MEDIUM,6.0,False,4.0,4.0,Portuguese Grand Prix,2020
4,SOFT,5.0,False,5.0,9.0,Portuguese Grand Prix,2020
5,SOFT,6.0,False,6.0,7.0,Portuguese Grand Prix,2020
6,SOFT,5.0,False,7.0,5.0,Portuguese Grand Prix,2020
7,MEDIUM,1.0,True,8.0,11.0,Portuguese Grand Prix,2020
8,SOFT,6.0,False,9.0,10.0,Portuguese Grand Prix,2020
9,MEDIUM,5.0,False,10.0,15.0,Portuguese Grand Prix,2020
10,SOFT,1.0,True,11.0,16.0,Portuguese Grand Prix,2020
11,SOFT,6.0,False,12.0,6.0,Portuguese Grand Prix,2020
12,SOFT,5.0,False,13.0,8.0,Portuguese Grand Prix,2020
13,MEDIUM,1.0,True,14.0,14.0,Portuguese Grand Prix,2020
14,MEDIUM,1.0,True,15.0,17.0,Portuguese Grand Prix,2020
15,HARD,1.0,True,16.0,19.0,Portuguese Grand Prix,2020
16,MEDIUM,1.0,True,17.0,18.0,Portuguese Grand Prix,2020
17,MEDIUM,1.0,True,18.0,20.0,Portuguese Grand Prix,2020
18,MEDIUM,1.0,True,19.0,13.0,Portuguese Grand Prix,2020
19,MEDIUM,1.0,True,20.0,12.0,Portuguese Grand Prix,2020
0,SOFT,4.0,False,20.0,4.0,Emilia Romagna Grand Prix,2020
1,MEDIUM,1.0,True,6.0,11.0,Emilia Romagna Grand Prix,2020
2,SOFT,5.0,False,5.0,7.0,Emilia Romagna Grand Prix,2020
3,MEDIUM,1.0,True,13.0,15.0,Emilia Romagna Grand Prix,2020
4,MEDIUM,1.0,True,18.0,17.0,Emilia Romagna Grand Prix,2020
5,SOFT,4.0,False,15.0,6.0,Emilia Romagna Grand Prix,2020
6,SOFT,6.0,False,4.0,8.0,Emilia Romagna Grand Prix,2020
7,SOFT,4.0,False,3.0,5.0,Emilia Romagna Grand Prix,2020
8,MEDIUM,1.0,True,19.0,12.0,Emilia Romagna Grand Prix,2020
9,MEDIUM,4.0,False,17.0,3.0,Emilia Romagna Grand Prix,2020
10,SOFT,4.0,False,8.0,9.0,Emilia Romagna Grand Prix,2020
11,MEDIUM,4.0,False,1.0,2.0,Emilia Romagna Grand Prix,2020
12,MEDIUM,1.0,True,12.0,14.0,Emilia Romagna Grand Prix,2020
13,SOFT,4.0,False,7.0,10.0,Emilia Romagna Grand Prix,2020
14,MEDIUM,1.0,True,11.0,19.0,Emilia Romagna Grand Prix,2020
15,MEDIUM,1.0,True,16.0,13.0,Emilia Romagna Grand Prix,2020
16,MEDIUM,1.0,True,9.0,18.0,Emilia Romagna Grand Prix,2020
17,MEDIUM,4.0,False,2.0,1.0,Emilia Romagna Grand Prix,2020
18,MEDIUM,1.0,True,14.0,16.0,Emilia Romagna Grand Prix,2020
19,SOFT,1.0,True,10.0,20.0,Emilia Romagna Grand Prix,2020
0,WET,5.0,False,13.0,19.0,Turkish Grand Prix,2020
1,WET,2.0,False,2.0,3.0,Turkish Grand Prix,2020
2,WET,3.0,False,4.0,12.0,Turkish Grand Prix,2020
3,WET,3.0,False,9.0,1.0,Turkish Grand Prix,2020
4,WET,3.0,False,17.0,13.0,Turkish Grand Prix,2020
5,WET,1.0,True,7.0,4.0,Turkish Grand Prix,2020
6,WET,2.0,False,12.0,16.0,Turkish Grand Prix,2020
7,WET,12.0,False,10.0,5.0,Turkish Grand Prix,2020
8,WET,10.0,False,11.0,7.0,Turkish Grand Prix,2020
9,WET,15.0,False,6.0,2.0,Turkish Grand Prix,2020
10,WET,2.0,False,8.0,14.0,Turkish Grand Prix,2020
11,WET,1.0,True,1.0,6.0,Turkish Grand Prix,2020
12,WET,3.0,False,3.0,11.0,Turkish Grand Prix,2020
13,WET,7.0,False,5.0,15.0,Turkish Grand Prix,2020
14,INTERMEDIATE,1.0,True,19.0,0.0,Turkish Grand Prix,2020
15,INTERMEDIATE,1.0,True,16.0,0.0,Turkish Grand Prix,2020
16,WET,10.0,False,15.0,8.0,Turkish Grand Prix,2020
17,WET,1.0,True,14.0,9.0,Turkish Grand Prix,2020
18,WET,2.0,False,18.0,17.0,Turkish Grand Prix,2020
19,WET,12.0,False,20.0,10.0,Turkish Grand Prix,2020
0,MEDIUM,4.0,False,6.0,8.0,Bahrain Grand Prix,2020
1,MEDIUM,4.0,False,18.0,5.0,Bahrain Grand Prix,2020
2,HARD,1.0,True,10.0,12.0,Bahrain Grand Prix,2020
3,MEDIUM,4.0,False,19.0,13.0,Bahrain Grand Prix,2020
4,MEDIUM,1.0,True,17.0,18.0,Bahrain Grand Prix,2020
5,MEDIUM,4.0,False,3.0,4.0,Bahrain Grand Prix,2020
6,MEDIUM,4.0,False,11.0,10.0,Bahrain Grand Prix,2020
7,MEDIUM,4.0,False,7.0,6.0,Bahrain Grand Prix,2020
8,MEDIUM,4.0,False,9.0,7.0,Bahrain Grand Prix,2020
9,MEDIUM,4.0,False,2.0,3.0,Bahrain Grand Prix,2020
10,MEDIUM,4.0,False,4.0,9.0,Bahrain Grand Prix,2020
11,MEDIUM,4.0,False,1.0,1.0,Bahrain Grand Prix,2020
12,MEDIUM,3.0,False,13.0,11.0,Bahrain Grand Prix,2020
13,SOFT,1.0,True,5.0,15.0,Bahrain Grand Prix,2020
14,HARD,1.0,True,14.0,20.0,Bahrain Grand Prix,2020
15,MEDIUM,1.0,True,12.0,14.0,Bahrain Grand Prix,2020
16,MEDIUM,1.0,True,15.0,17.0,Bahrain Grand Prix,2020
17,MEDIUM,4.0,False,8.0,2.0,Bahrain Grand Prix,2020
18,HARD,1.0,True,20.0,19.0,Bahrain Grand Prix,2020
19,MEDIUM,1.0,True,16.0,16.0,Bahrain Grand Prix,2020
0,SOFT,4.0,False,11.0,9.0,Sakhir Grand Prix,2020
1,SOFT,4.0,False,1.0,5.0,Sakhir Grand Prix,2020
2,SOFT,4.0,False,20.0,4.0,Sakhir Grand Prix,2020
3,SOFT,4.0,False,3.0,10.0,Sakhir Grand Prix,2020
4,SOFT,1.0,True,15.0,15.0,Sakhir Grand Prix,2020
5,MEDIUM,1.0,True,6.0,12.0,Sakhir Grand Prix,2020
6,SOFT,4.0,False,7.0,6.0,Sakhir Grand Prix,2020
7,SOFT,4.0,False,5.0,7.0,Sakhir Grand Prix,2020
8,MEDIUM,1.0,True,2.0,11.0,Sakhir Grand Prix,2020
9,SOFT,4.0,False,19.0,3.0,Sakhir Grand Prix,2020
10,SOFT,1.0,True,10.0,19.0,Sakhir Grand Prix,2020
11,MEDIUM,3.0,False,12.0,13.0,Sakhir Grand Prix,2020
12,SOFT,1.0,True,17.0,20.0,Sakhir Grand Prix,2020
13,SOFT,4.0,False,4.0,8.0,Sakhir Grand Prix,2020
14,SOFT,1.0,True,18.0,16.0,Sakhir Grand Prix,2020
15,MEDIUM,5.0,False,9.0,2.0,Sakhir Grand Prix,2020
16,MEDIUM,1.0,True,14.0,18.0,Sakhir Grand Prix,2020
17,MEDIUM,5.0,False,8.0,1.0,Sakhir Grand Prix,2020
18,MEDIUM,1.0,True,16.0,17.0,Sakhir Grand Prix,2020
19,MEDIUM,1.0,True,13.0,14.0,Sakhir Grand Prix,2020
0,SOFT,4.0,False,8.0,9.0,Abu Dhabi Grand Prix,2020
1,HARD,1.0,True,20.0,19.0,Abu Dhabi Grand Prix,2020
2,MEDIUM,4.0,False,13.0,12.0,Abu Dhabi Grand Prix,2020
3,SOFT,4.0,False,10.0,8.0,Abu Dhabi Grand Prix,2020
4,HARD,1.0,True,18.0,20.0,Abu Dhabi Grand Prix,2020
5,SOFT,4.0,False,4.0,5.0,Abu Dhabi Grand Prix,2020
6,SOFT,4.0,False,11.0,7.0,Abu Dhabi Grand Prix,2020
7,HARD,1.0,True,7.0,11.0,Abu Dhabi Grand Prix,2020
8,MEDIUM,1.0,True,9.0,10.0,Abu Dhabi Grand Prix,2020
9,MEDIUM,4.0,False,1.0,1.0,Abu Dhabi Grand Prix,2020
10,SOFT,4.0,False,5.0,4.0,Abu Dhabi Grand Prix,2020
11,MEDIUM,4.0,False,3.0,3.0,Abu Dhabi Grand Prix,2020
12,HARD,1.0,True,14.0,13.0,Abu Dhabi Grand Prix,2020
13,MEDIUM,1.0,True,19.0,17.0,Abu Dhabi Grand Prix,2020
14,MEDIUM,4.0,False,6.0,6.0,Abu Dhabi Grand Prix,2020
15,MEDIUM,1.0,True,17.0,18.0,Abu Dhabi Grand Prix,2020
16,MEDIUM,1.0,True,15.0,16.0,Abu Dhabi Grand Prix,2020
17,MEDIUM,1.0,True,12.0,15.0,Abu Dhabi Grand Prix,2020
18,MEDIUM,4.0,False,2.0,2.0,Abu Dhabi Grand Prix,2020
19,MEDIUM,1.0,True,16.0,14.0,Abu Dhabi Grand Prix,2020
0,MEDIUM,4.0,False,17.0,5.0,Bahrain Grand Prix,2021
1,MEDIUM,4.0,False,5.0,0.0,Bahrain Grand Prix,2021
2,SOFT,4.0,False,19.0,9.0,Bahrain Grand Prix,2021
3,SOFT,4.0,False,6.0,4.0,Bahrain Grand Prix,2021
4,SOFT,4.0,False,10.0,10.0,Bahrain Grand Prix,2021
5,MEDIUM,4.0,False,9.0,13.0,Bahrain Grand Prix,2021
6,SOFT,4.0,False,7.0,6.0,Bahrain Grand Prix,2021
7,SOFT,1.0,True,13.0,16.0,Bahrain Grand Prix,2021
8,MEDIUM,4.0,False,2.0,1.0,Bahrain Grand Prix,2021
9,SOFT,4.0,False,4.0,7.0,Bahrain Grand Prix,2021
10,MEDIUM,4.0,False,1.0,2.0,Bahrain Grand Prix,2021
11,MEDIUM,1.0,True,16.0,18.0,Bahrain Grand Prix,2021
12,MEDIUM,1.0,True,15.0,20.0,Bahrain Grand Prix,2021
13,SOFT,4.0,False,8.0,8.0,Bahrain Grand Prix,2021
14,SOFT,1.0,True,18.0,17.0,Bahrain Grand Prix,2021
15,SOFT,1.0,True,14.0,15.0,Bahrain Grand Prix,2021
16,MEDIUM,1.0,True,11.0,14.0,Bahrain Grand Prix,2021
17,MEDIUM,4.0,False,3.0,3.0,Bahrain Grand Prix,2021
18,MEDIUM,1.0,True,20.0,19.0,Bahrain Grand Prix,2021
19,MEDIUM,1.0,True,12.0,12.0,Bahrain Grand Prix,2021
0,WET,1.0,True,7.0,5.0,Emilia Romagna Grand Prix,2021
1,INTERMEDIATE,1.0,True,11.0,2.0,Emilia Romagna Grand Prix,2021
2,INTERMEDIATE,1.0,True,10.0,15.0,Emilia Romagna Grand Prix,2021
3,INTERMEDIATE,1.0,True,4.0,4.0,Emilia Romagna Grand Prix,2021
4,INTERMEDIATE,1.0,True,8.0,10.0,Emilia Romagna Grand Prix,2021
5,INTERMEDIATE,1.0,True,12.0,20.0,Emilia Romagna Grand Prix,2021
6,INTERMEDIATE,1.0,True,6.0,6.0,Emilia Romagna Grand Prix,2021
7,WET,1.0,True,9.0,9.0,Emilia Romagna Grand Prix,2021
8,INTERMEDIATE,1.0,True,1.0,3.0,Emilia Romagna Grand Prix,2021
9,INTERMEDIATE,1.0,True,3.0,7.0,Emilia Romagna Grand Prix,2021
10,INTERMEDIATE,1.0,True,2.0,1.0,Emilia Romagna Grand Prix,2021
11,WET,1.0,True,16.0,18.0,Emilia Romagna Grand Prix,2021
12,INTERMEDIATE,1.0,True,15.0,0.0,Emilia Romagna Grand Prix,2021
13,INTERMEDIATE,1.0,True,5.0,11.0,Emilia Romagna Grand Prix,2021
14,INTERMEDIATE,1.0,True,20.0,14.0,Emilia Romagna Grand Prix,2021
15,INTERMEDIATE,1.0,True,19.0,12.0,Emilia Romagna Grand Prix,2021
16,INTERMEDIATE,1.0,True,13.0,16.0,Emilia Romagna Grand Prix,2021
17,INTERMEDIATE,1.0,True,18.0,8.0,Emilia Romagna Grand Prix,2021
18,WET,1.0,True,17.0,19.0,Emilia Romagna Grand Prix,2021
19,INTERMEDIATE,1.0,True,14.0,17.0,Emilia Romagna Grand Prix,2021
0,SOFT,5.0,False,10.0,9.0,Portuguese Grand Prix,2021
1,MEDIUM,7.0,False,4.0,4.0,Portuguese Grand Prix,2021
2,MEDIUM,1.0,True,8.0,13.0,Portuguese Grand Prix,2021
3,MEDIUM,6.0,False,6.0,8.0,Portuguese Grand Prix,2021
4,SOFT,1.0,True,14.0,17.0,Portuguese Grand Prix,2021
5,MEDIUM,1.0,True,15.0,14.0,Portuguese Grand Prix,2021
6,MEDIUM,1.0,True,9.0,16.0,Portuguese Grand Prix,2021
7,SOFT,4.0,False,7.0,6.0,Portuguese Grand Prix,2021
8,MEDIUM,6.0,False,2.0,3.0,Portuguese Grand Prix,2021
